LOCATION,RIVMILE,COLL_DATE,Replicate,MoYr,RM_MoYr_Rep,MACRO_GENSPECIES,INDIV
REGI,3.1,8/16/2017,3,Aug-17,3.1-Aug 2017-3,Thienemanniella sp.,2
REGI,3.1,8/16/2017,3,Aug-17,3.1-Aug 2017-3,Nilotanypus sp.,2
REGI,3.1,8/16/2017,3,Aug-17,3.1-Aug 2017-3,Simulium sp.,1
REGI,3.1,8/16/2017,3,Aug-17,3.1-Aug 2017-3,Tribelos/Endochironomus/Phaenopsectra Co,1
REGI,3.1,8/16/2017,3,Aug-17,3.1-Aug 2017-3,Rheotanytarsus exiguus gr.,1
REGI,3.1,8/16/2017,3,Aug-17,3.1-Aug 2017-3,Pentaneura sp.,1
REGI,3.1,8/16/2017,3,Aug-17,3.1-Aug 2017-3,Leucrocuta sp.,1
REGI,3.1,8/16/2017,3,Aug-17,3.1-Aug 2017-3,Corynoneura sp.,1
REGI,3.1,8/16/2017,3,Aug-17,3.1-Aug 2017-3,Undetermined Turbellaria,2
REGI,3.1,8/16/2017,4,Aug-17,3.1-Aug 2017-4,Stenelmis sp.,2
REGI,3.1,8/16/2017,4,Aug-17,3.1-Aug 2017-4,Stenacron sp.,54
REGI,3.1,8/16/2017,4,Aug-17,3.1-Aug 2017-4,Tricorythodes sp.,20
REGI,3.1,8/16/2017,4,Aug-17,3.1-Aug 2017-4,Undetermined Hydrobiidae,6
REGI,3.1,8/16/2017,4,Aug-17,3.1-Aug 2017-4,Nyctiophylax sp.,4
REGI,3.1,8/16/2017,4,Aug-17,3.1-Aug 2017-4,Corynoneura sp.,1
REGI,3.1,8/16/2017,4,Aug-17,3.1-Aug 2017-4,Microtendipes rydalensis gr.,2
REGI,3.1,8/16/2017,4,Aug-17,3.1-Aug 2017-4,Simulium sp.,1
REGI,3.1,8/16/2017,4,Aug-17,3.1-Aug 2017-4,Polycentropus sp.,1
REGI,3.1,8/16/2017,4,Aug-17,3.1-Aug 2017-4,Tanytarsus sp.,1
REGI,3.1,8/16/2017,4,Aug-17,3.1-Aug 2017-4,Undetermined Turbellaria,2
REGI,3.1,8/16/2017,4,Aug-17,3.1-Aug 2017-4,Maccaffertium sp.,4
REGI,3.3,8/16/2017,1,Aug-17,3.3-Aug 2017-1,Undetermined Turbellaria,25
REGI,3.3,8/16/2017,1,Aug-17,3.3-Aug 2017-1,Ceratopsyche morosa,3
REGI,3.3,8/16/2017,1,Aug-17,3.3-Aug 2017-1,Rheotanytarsus exiguus gr.,4
REGI,3.3,8/16/2017,1,Aug-17,3.3-Aug 2017-1,Macrostemum sp.,3
REGI,3.3,8/16/2017,1,Aug-17,3.3-Aug 2017-1,Baetis intercalaris,10
REGI,3.3,8/16/2017,1,Aug-17,3.3-Aug 2017-1,Leucrocuta sp.,13
REGI,3.3,8/16/2017,1,Aug-17,3.3-Aug 2017-1,Maccaffertium mediopunctatum,20
REGI,3.3,8/16/2017,1,Aug-17,3.3-Aug 2017-1,Cheumatopsyche sp.,28
REGI,3.3,8/16/2017,1,Aug-17,3.3-Aug 2017-1,Undetermined Hydrobiidae,3
REGI,3.3,8/16/2017,1,Aug-17,3.3-Aug 2017-1,Simulium sp.,20
REGI,3.3,8/16/2017,1,Aug-17,3.3-Aug 2017-1,Caenis sp.,1
REGI,3.3,8/16/2017,1,Aug-17,3.3-Aug 2017-1,Baetis flavistriga,1
REGI,3.3,8/16/2017,1,Aug-17,3.3-Aug 2017-1,Corynoneura sp.,1
REGI,3.3,8/16/2017,1,Aug-17,3.3-Aug 2017-1,Nanocladius sp.,1
REGI,3.3,8/16/2017,1,Aug-17,3.3-Aug 2017-1,Stenochironomus sp.,1
REGI,3.3,8/16/2017,1,Aug-17,3.3-Aug 2017-1,Tanytarsus sp.,1
REGI,3.3,8/16/2017,1,Aug-17,3.3-Aug 2017-1,Paragnetina immarginata,2
REGI,3.3,8/16/2017,1,Aug-17,3.3-Aug 2017-1,Serratella deficiens,2
REGI,3.3,8/16/2017,1,Aug-17,3.3-Aug 2017-1,Heptagenia sp.,2
REGI,3.3,8/16/2017,1,Aug-17,3.3-Aug 2017-1,Chimarra obscura,2
REGI,3.3,8/16/2017,1,Aug-17,3.3-Aug 2017-1,Isonychia sp.,10
REGI,3.3,8/16/2017,2,Aug-17,3.3-Aug 2017-2,Paragnetina immarginata,2
REGI,3.3,8/16/2017,2,Aug-17,3.3-Aug 2017-2,Tricorythodes sp.,1
REGI,3.3,8/16/2017,2,Aug-17,3.3-Aug 2017-2,Maccaffertium mediopunctatum,19
REGI,3.3,8/16/2017,2,Aug-17,3.3-Aug 2017-2,Undetermined Turbellaria,13
REGI,3.3,8/16/2017,2,Aug-17,3.3-Aug 2017-2,Cheumatopsyche sp.,11
REGI,3.3,8/16/2017,2,Aug-17,3.3-Aug 2017-2,Simulium sp.,11
REGI,3.3,8/16/2017,2,Aug-17,3.3-Aug 2017-2,Leucrocuta sp.,3
REGI,3.3,8/16/2017,2,Aug-17,3.3-Aug 2017-2,Acentrella sp.,2
REGI,3.3,8/16/2017,2,Aug-17,3.3-Aug 2017-2,Polypedilum flavum,2
REGI,3.3,8/16/2017,2,Aug-17,3.3-Aug 2017-2,Caenis sp.,1
REGI,3.3,8/16/2017,2,Aug-17,3.3-Aug 2017-2,Stenochironomus sp.,3
REGI,3.3,8/16/2017,2,Aug-17,3.3-Aug 2017-2,Thienemanniella sp.,1
REGI,3.3,8/16/2017,2,Aug-17,3.3-Aug 2017-2,Antocha sp.,1
REGI,3.3,8/16/2017,2,Aug-17,3.3-Aug 2017-2,Cricotopus/Orthocladius Complex,1
REGI,3.3,8/16/2017,2,Aug-17,3.3-Aug 2017-2,Epeorus vitreus,1
REGI,3.3,8/16/2017,2,Aug-17,3.3-Aug 2017-2,Macronychus glabratus,1
REGI,3.3,8/16/2017,2,Aug-17,3.3-Aug 2017-2,Nanocladius sp.,1
REGI,3.3,8/16/2017,2,Aug-17,3.3-Aug 2017-2,Rheotanytarsus exiguus gr.,1
REGI,3.3,8/16/2017,2,Aug-17,3.3-Aug 2017-2,Acroneuria lycorias,1
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Undetermined Leptophlebiidae,3
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Cheumatopsyche sp.,29
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Baetis intercalaris,9
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Epeorus sp.,4
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Neureclipsis sp.,3
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Tricorythodes sp.,4
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Baetis flavistriga,5
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Isonychia sp.,6
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Maccaffertium vicarium,9
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Undetermined Turbellaria,10
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Chimarra obscura,13
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Maccaffertium sp.,27
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Simulium sp.,37
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Corynoneura sp.,3
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Polypedilum flavum,4
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Hydropsyche sp.,15
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Rheotanytarsus exiguus gr.,1
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Leucrocuta sp.,4
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Ceratopsyche morosa,1
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Macronychus glabratus,1
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Serratella deficiens,2
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Polypedilum fallax gr.,1
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Rheotanytarsus pellucidus,1
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Stenelmis sp.,1
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Stenochironomus sp.,1
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Thienemannimyia gr. spp.,2
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Acroneuria sp.,1
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Undetermined Heptageniidae,1
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Paragnetina immarginata,2
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Stenelmis sp.,1
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Caenis sp.,2
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Hydroptila sp.,2
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Tvetenia vitracies,1
REGI,3.3,8/16/2017,3,Aug-17,3.3-Aug 2017-3,Nanocladius sp.,1
REGI,3.3,8/16/2017,4,Aug-17,3.3-Aug 2017-4,Rheotanytarsus pellucidus,3
REGI,3.3,8/16/2017,4,Aug-17,3.3-Aug 2017-4,Thienemanniella sp.,4
REGI,3.3,8/16/2017,4,Aug-17,3.3-Aug 2017-4,Undetermined Turbellaria,4
REGI,3.3,8/16/2017,4,Aug-17,3.3-Aug 2017-4,Isonychia sp.,5
REGI,3.3,8/16/2017,4,Aug-17,3.3-Aug 2017-4,Baetis intercalaris,11
REGI,3.3,8/16/2017,4,Aug-17,3.3-Aug 2017-4,Rheotanytarsus exiguus gr.,15
REGI,3.3,8/16/2017,4,Aug-17,3.3-Aug 2017-4,Ceratopsyche sp.,21
REGI,3.3,8/16/2017,4,Aug-17,3.3-Aug 2017-4,Polypedilum illinoense,2
REGI,3.3,8/16/2017,4,Aug-17,3.3-Aug 2017-4,Simulium sp.,47
REGI,3.3,8/16/2017,4,Aug-17,3.3-Aug 2017-4,Maccaffertium mediopunctatum,16
REGI,3.3,8/16/2017,4,Aug-17,3.3-Aug 2017-4,Baetis flavistriga,1
REGI,3.3,8/16/2017,4,Aug-17,3.3-Aug 2017-4,Tvetenia vitracies,1
REGI,3.3,8/16/2017,4,Aug-17,3.3-Aug 2017-4,Polypedilum flavum,1
REGI,3.3,8/16/2017,4,Aug-17,3.3-Aug 2017-4,Plauditus sp.,1
REGI,3.3,8/16/2017,4,Aug-17,3.3-Aug 2017-4,Nyctiophylax sp.,1
REGI,3.3,8/16/2017,4,Aug-17,3.3-Aug 2017-4,Nilotanypus sp.,1
REGI,3.3,8/16/2017,4,Aug-17,3.3-Aug 2017-4,Mayatrichia sp.,1
REGI,3.3,8/16/2017,4,Aug-17,3.3-Aug 2017-4,Dineutus sp.,1
REGI,3.3,8/16/2017,4,Aug-17,3.3-Aug 2017-4,Cricotopus sp.,1
REGI,3.3,8/16/2017,4,Aug-17,3.3-Aug 2017-4,Stenochironomus sp.,3
REGI,3.3,8/16/2017,4,Aug-17,3.3-Aug 2017-4,Corynoneura sp.,2
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Cyrnellus fraternus,7
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Chimarra obscura,7
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Baetis intercalaris,7
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Thienemannimyia gr. spp.,4
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Tanytarsus sp.,4
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Stenacron sp.,3
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Rheotanytarsus pellucidus,7
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Neureclipsis sp.,2
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Thienemanniella sp.,18
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Corynoneura sp.,3
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Polypedilum flavum,8
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Rheotanytarsus exiguus gr.,9
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Simulium sp.,10
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Caenis sp.,13
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Tricorythodes sp.,17
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Cheumatopsyche sp.,23
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Maccaffertium sp.,88
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Cricotopus sp.,1
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Hydroptila sp.,2
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Hydropsyche sp.,16
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Dicrotendipes sp.,1
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Nilotanypus sp.,2
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Lepidostoma sp.,1
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Baetis brunneicolor,1
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Stenelmis sp.,1
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Maccaffertium mediopunctatum,1
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Nanocladius sp.,1
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Oecetis sp.,1
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Pentaneura sp.,1
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Polypedilum fallax gr.,1
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Undetermined Plecoptera,1
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Polypedilum illinoense,1
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Serratella deficiens,1
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Paragnetina sp.,1
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Ceratopsyche slossonae,1
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Acroneuria sp.,1
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Tvetenia vitracies,1
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Tribelos/Endochironomus/Phaenopsectra Co,1
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Rheocricotopus sp.,1
REGI,4,8/16/2017,1,Aug-17,4-Aug 2017-1,Microtendipes rydalensis gr.,2
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Leucrocuta sp.,3
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Tricorythodes sp.,26
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Ceratopsyche sp.,5
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Stenochironomus sp.,3
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Tvetenia vitracies,3
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Neureclipsis sp.,3
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Tanytarsus sp.,4
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Caenis sp.,4
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Simulium sp.,5
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Polypedilum flavum,7
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Rheotanytarsus pellucidus,7
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Maccaffertium sp.,43
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Cheumatopsyche sp.,12
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Rheotanytarsus exiguus gr.,29
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Hydropsyche sp.,30
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Nilothauma sp.,2
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Cyrnellus fraternus,11
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Lepidostoma sp.,1
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Thienemanniella sp.,2
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Serratella deficiens,2
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Stenelmis sp.,1
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Ablabesmyia sp.,1
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Chimarra socia,1
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Maccaffertium mediopunctatum,1
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Microtendipes rydalensis gr.,1
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Eurylophella sp.,1
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Pentaneura sp.,2
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Ceratopsyche morosa,1
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Undetermined Elmidae,1
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Polypedilum fallax gr.,1
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Acroneuria sp.,1
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Undetermined Leptophlebiidae,1
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Thienemannimyia gr. spp.,1
REGI,4,8/16/2017,2,Aug-17,4-Aug 2017-2,Stenelmis sp.,1
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Nilotanypus sp.,4
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Neureclipsis sp.,2
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Serratella deficiens,2
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Ceratopsyche sp.,2
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Optioservus sp.,3
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Rheocricotopus sp.,3
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Stenochironomus sp.,3
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Maccaffertium sp.,84
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Corynoneura sp.,6
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Polypedilum flavum,6
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Simulium sp.,6
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Tricorythodes sp.,10
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Thienemanniella sp.,11
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Hydropsyche sp.,17
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Rheotanytarsus pellucidus,19
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Rheotanytarsus exiguus gr.,26
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Cheumatopsyche sp.,21
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Cardiocladius obscurus,1
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Baetis brunneicolor,3
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Chimarra aterrima?,1
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Leucrocuta sp.,1
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Micrasema sp.,1
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Nais sp.,1
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Nanocladius sp.,1
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Pentaneura sp.,1
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Stenelmis sp.,1
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Thienemannimyia gr. spp.,2
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Macrostemum sp.,1
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Ceratopsyche morosa,2
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Cyrnellus fraternus,2
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Microtendipes rydalensis gr.,2
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Phaenopsectra sp.,2
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Polypedilum illinoense,2
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Caenis sp.,2
REGI,4,8/16/2017,3,Aug-17,4-Aug 2017-3,Tvetenia vitracies,1
REGI,4,8/16/2017,4,Aug-17,4-Aug 2017-4,Tvetenia vitracies,2
REGI,4,8/16/2017,4,Aug-17,4-Aug 2017-4,Tricorythodes sp.,2
REGI,4,8/16/2017,4,Aug-17,4-Aug 2017-4,Tanytarsus sp.,2
REGI,4,8/16/2017,4,Aug-17,4-Aug 2017-4,Stenelmis sp.,2
REGI,4,8/16/2017,4,Aug-17,4-Aug 2017-4,Nanocladius sp.,3
REGI,4,8/16/2017,4,Aug-17,4-Aug 2017-4,Microtendipes rydalensis gr.,2
REGI,4,8/16/2017,4,Aug-17,4-Aug 2017-4,Cheumatopsyche sp.,14
REGI,4,8/16/2017,4,Aug-17,4-Aug 2017-4,Polypedilum flavum,2
REGI,4,8/16/2017,4,Aug-17,4-Aug 2017-4,Stenochironomus sp.,3
REGI,4,8/16/2017,4,Aug-17,4-Aug 2017-4,Thienemanniella sp.,4
REGI,4,8/16/2017,4,Aug-17,4-Aug 2017-4,Rheotanytarsus pellucidus,5
REGI,4,8/16/2017,4,Aug-17,4-Aug 2017-4,Hydropsyche sp.,10
REGI,4,8/16/2017,4,Aug-17,4-Aug 2017-4,Maccaffertium sp.,16
REGI,4,8/16/2017,4,Aug-17,4-Aug 2017-4,Cyrnellus fraternus,2
REGI,4,8/16/2017,4,Aug-17,4-Aug 2017-4,Rheotanytarsus exiguus gr.,16
REGI,4,8/16/2017,4,Aug-17,4-Aug 2017-4,Neureclipsis sp.,5
REGI,4,8/16/2017,4,Aug-17,4-Aug 2017-4,Polypedilum fallax gr.,1
REGI,4,8/16/2017,4,Aug-17,4-Aug 2017-4,Baetis intercalaris,2
REGI,4,8/16/2017,4,Aug-17,4-Aug 2017-4,Ceratopsyche morosa,1
REGI,4,8/16/2017,4,Aug-17,4-Aug 2017-4,Corynoneura sp.,1
REGI,4,8/16/2017,4,Aug-17,4-Aug 2017-4,Nais sp.,1
REGI,4,8/16/2017,4,Aug-17,4-Aug 2017-4,Chimarra obscura,1
REGI,4,8/16/2017,4,Aug-17,4-Aug 2017-4,Polypedilum illinoense,1
REGI,4,8/16/2017,4,Aug-17,4-Aug 2017-4,Promoresia sp.,1
REGI,4,8/16/2017,4,Aug-17,4-Aug 2017-4,Stenacron sp.,1
REGI,4,8/16/2017,4,Aug-17,4-Aug 2017-4,Cricotopus sp.,1
REGI,4,8/16/2017,4,Aug-17,4-Aug 2017-4,Serratella deficiens,1
REGI,4,8/16/2017,4,Aug-17,4-Aug 2017-4,Thienemannimyia gr. spp.,1
REGI,4,8/16/2017,4,Aug-17,4-Aug 2017-4,Simulium sp.,1
REGI,4,8/16/2017,4,Aug-17,4-Aug 2017-4,Caenis sp.,1
REGI,4,8/16/2017,4,Aug-17,4-Aug 2017-4,Acroneuria sp.,1
REGI,4,8/16/2017,4,Aug-17,4-Aug 2017-4,Acentrella sp.,1
REGI,4,8/16/2017,4,Aug-17,4-Aug 2017-4,Tribelos/Endochironomus/Phaenopsectra Co,1
REGI,7.8,8/16/2017,1,Aug-17,7.8-Aug 2017-1,Ceratopsyche morosa,4
REGI,7.8,8/16/2017,1,Aug-17,7.8-Aug 2017-1,Cricotopus/Orthocladius Complex,3
REGI,7.8,8/16/2017,1,Aug-17,7.8-Aug 2017-1,Nanocladius sp.,3
REGI,7.8,8/16/2017,1,Aug-17,7.8-Aug 2017-1,Lepidostoma sp.,3
REGI,7.8,8/16/2017,1,Aug-17,7.8-Aug 2017-1,Baetis intercalaris,4
REGI,7.8,8/16/2017,1,Aug-17,7.8-Aug 2017-1,Paragnetina immarginata,4
REGI,7.8,8/16/2017,1,Aug-17,7.8-Aug 2017-1,Corynoneura sp.,3
REGI,7.8,8/16/2017,1,Aug-17,7.8-Aug 2017-1,Undetermined Leptophlebiidae,5
REGI,7.8,8/16/2017,1,Aug-17,7.8-Aug 2017-1,Polypedilum flavum,8
REGI,7.8,8/16/2017,1,Aug-17,7.8-Aug 2017-1,Ancyronyx variegatus,8
REGI,7.8,8/16/2017,1,Aug-17,7.8-Aug 2017-1,Simulium sp.,16
REGI,7.8,8/16/2017,1,Aug-17,7.8-Aug 2017-1,Maccaffertium mediopunctatum,20
REGI,7.8,8/16/2017,1,Aug-17,7.8-Aug 2017-1,Stenelmis sp.,22
REGI,7.8,8/16/2017,1,Aug-17,7.8-Aug 2017-1,Acroneuria sp.,1
REGI,7.8,8/16/2017,1,Aug-17,7.8-Aug 2017-1,Thienemanniella sp.,49
REGI,7.8,8/16/2017,1,Aug-17,7.8-Aug 2017-1,Tanytarsus sp.,2
REGI,7.8,8/16/2017,1,Aug-17,7.8-Aug 2017-1,Cheumatopsyche sp.,24
REGI,7.8,8/16/2017,1,Aug-17,7.8-Aug 2017-1,Microtendipes pedellus gr.,1
REGI,7.8,8/16/2017,1,Aug-17,7.8-Aug 2017-1,Serratella sp.,2
REGI,7.8,8/16/2017,1,Aug-17,7.8-Aug 2017-1,Tricorythodes sp.,2
REGI,7.8,8/16/2017,1,Aug-17,7.8-Aug 2017-1,Baetis flavistriga,1
REGI,7.8,8/16/2017,1,Aug-17,7.8-Aug 2017-1,Cladotanytarsus sp.,1
REGI,7.8,8/16/2017,1,Aug-17,7.8-Aug 2017-1,Rheotanytarsus exiguus gr.,1
REGI,7.8,8/16/2017,1,Aug-17,7.8-Aug 2017-1,Thienemannimyia gr. spp.,1
REGI,7.8,8/16/2017,1,Aug-17,7.8-Aug 2017-1,Acentrella turbida,2
REGI,7.8,8/16/2017,1,Aug-17,7.8-Aug 2017-1,Psephenus herricki,2
REGI,7.8,8/16/2017,1,Aug-17,7.8-Aug 2017-1,Caenis sp.,1
REGI,7.8,8/16/2017,1,Aug-17,7.8-Aug 2017-1,Synorthocladius sp.,2
REGI,7.8,8/16/2017,1,Aug-17,7.8-Aug 2017-1,Cricotopus sp.,2
REGI,7.8,8/16/2017,1,Aug-17,7.8-Aug 2017-1,Paragnetina media,2
REGI,7.8,8/16/2017,1,Aug-17,7.8-Aug 2017-1,Nilotanypus sp.,2
REGI,7.8,8/16/2017,1,Aug-17,7.8-Aug 2017-1,Microtendipes rydalensis gr.,2
REGI,7.8,8/16/2017,1,Aug-17,7.8-Aug 2017-1,Eukiefferiella sp.,2
REGI,7.8,8/16/2017,2,Aug-17,7.8-Aug 2017-2,Cheumatopsyche sp.,4
REGI,7.8,8/16/2017,2,Aug-17,7.8-Aug 2017-2,Undetermined Ephemerellidae,1
REGI,7.8,8/16/2017,2,Aug-17,7.8-Aug 2017-2,Hemerodromia sp.,2
